,date,quality_of_life,age,Euro95(€/L),Diesel(€/L),Lpg(€/L),Open,High,Low,Close,adj_close,Volume,Consumer_trust,Economic_climate,Buy_willingness,annual_rate_of_change,annual_rate_of_change_derived,rolling_mean_AEX,news_sentiment,wind_gust,min_temp,avg_temp,max_temp,sunshine_duration,max_potential_sunshine_duration,precipitation_duration,max_precipitation_amount,max_humidity,min_humidity,stringency_index,icu_patients,daily_hospitalization,reproduction_rate,new_cases,new_deaths,total_cases,total_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,counts_per_day,sunrise,sunset,daylight_hours,14day_rollling_avg_temp,14day_rollling_hospitalization
78,6/22/2020,7.702527544,56.78182981,1.56,1.213,0.585,562.2800293,571.5,561.4199829,565.0700073,565.0700073,88819200,,,,,,557.0369995,-0.59769541,8,9.4,16.45,23.5,14.7,87,0,0,99,45,59.26,59,194,0.69,64,0,49799,6105,,,,,1563,5.116666667,22.08333333,16.96666667,17.01785714,271.5714286
79,6/23/2020,7.652267819,56.94236926,1.563,1.215,0.585,568.9500122,576.4500122,568.789978,574.1900024,574.1900024,111639600,,,,,,558.2809998,-0.574443638,8,8.4,17.1,25.8,15.5,91,0,0,97,39,59.26,48,211,0.72,82,5,49881,6110,,,,,937,5.133333333,22.08333333,16.95,17.475,261.9285714
80,6/24/2020,7.604815864,57.16174402,1.565,1.217,0.587,571.4099731,572.539978,557.3300171,557.3300171,557.3300171,113318600,,,,,,558.0859985,-0.572220802,9,12.6,19.85,27.1,15.5,91,0,0,92,34,59.26,49,197,0.74,110,2,49991,6112,,,,,711,5.133333333,22.08333333,16.95,18.11428571,252.2142857
81,6/25/2020,7.730941704,57.09513274,1.566,1.218,0.59,555.9299927,562.210022,549.8800049,560.4099731,560.4099731,107856800,,,,,,560.1009949,-0.584104419,10,15.2,22.2,29.2,14,83,0,0,87,41,59.26,49,178,0.74,91,3,50082,6115,,,,,452,5.133333333,22.08333333,16.95,18.65,243.7142857
82,6/26/2020,7.690851735,56.88615385,1.565,1.216,0.585,564.9799805,569.2299805,559,559.8200073,559.8200073,92300,,,,,,561.5669983,-0.59146452,10,16.9,23.65,30.4,15.3,90,0,0,82,32,59.26,39,190,0.73,69,3,50151,6118,,,,,325,5.15,22.08333333,16.93333333,18.90357143,237.3571429
83,6/27/2020,7.687242798,57.24899598,,,,,,,,,,,,,,,561.5669983,-0.584409773,12,16.2,21.7,27.2,5.9,35,1.8,3.9,91,58,59.26,29,180,0.73,73,2,50224,6120,,,,,249,5.15,22.08333333,16.93333333,18.88928571,229.5714286
84,6/28/2020,7.71007371,57.33493976,,,,,,,,,,,,,,,561.5669983,-0.572061837,15,11.8,16.9,22,9,53,0,-0.1,89,46,59.26,30,178,0.76,76,0,50300,6120,,,,,415,5.166666667,22.08333333,16.91666667,18.61071429,222.5
85,6/29/2020,7.75,57.47536232,1.565,1.216,0.589,558.5499878,563.2199707,556.0700073,560.1599731,560.1599731,95628100,,,,,,563.3909973,-0.56052053,16,12,16.25,20.5,5.1,30,1.2,0.2,89,51,59.26,32,157,0.76,50,2,50350,6122,,,,,345,5.183333333,22.06666667,16.88333333,18.45357143,213.6428571
86,6/30/2020,7.562711864,57.68456376,1.563,1.217,0.589,563.3400269,564.7600098,555.5800171,559.7299805,559.7299805,107846700,,,,,,563.3629944,-0.550036132,15,12.9,15.05,17.2,0.1,1,9.5,2.9,98,71,59.26,29,160,0.76,62,6,50412,6128,,,,,298,5.183333333,22.06666667,16.88333333,18.22142857,205.0714286
87,7/1/2020,7.737113402,56.83076923,1.56,1.218,0.586,561.0100098,564.5700073,553.9099731,562.6699829,562.6699829,102714200,-26,-51,-10,1.7,1.6,562.9819946,-0.532538831,15,12.4,17.65,22.9,5.5,33,0,-0.1,98,57,39.81,28,150,0.77,77,2,50489,6130,,,,,195,5.2,22.06666667,16.86666667,18.14642857,195.1428571
88,7/2/2020,7.733333333,57.07284768,1.563,1.218,0.587,566.9299927,571.2399902,564.4500122,570.75,570.75,120861700,,,,,,563.7959961,-0.533399582,10,9.5,15.4,21.3,2.7,16,2.3,2.9,98,57,39.81,25,125,0.78,75,3,50564,6133,,,,,151,5.216666667,22.05,16.83333333,18.00357143,185.4285714
89,7/3/2020,7.509433962,56.9245283,1.564,1.22,0.59,572.4699707,574.0100098,566.9199829,568.6300049,568.6300049,63247400,,,,,,563.8759949,-0.553195477,16,9.2,15.4,21.6,3.7,22,0,-0.1,98,52,39.81,20,103,0.77,61,2,50625,6135,,,,,106,5.233333333,22.05,16.81666667,17.87142857,176
90,7/4/2020,7.615384615,56.8952381,,,,,,,,,,,,,,,563.8759949,-0.535449624,14,13.8,15.65,17.5,0,0,12.4,1.4,98,77,39.81,18,75,0.77,74,6,50699,6141,,,,,105,5.25,22.03333333,16.78333333,17.86428571,165.6428571
91,7/5/2020,7.561403509,56.11111111,,,,,,,,,,,,,,,563.8759949,-0.524751008,17,13.8,18,22.2,2.2,13,5.6,0.5,98,61,39.81,18,87,0.75,36,1,50735,6142,,,,,117,5.25,22.03333333,16.78333333,17.94642857,156.0714286
92,7/7/2020,7.660477454,58.01600261,1.567,1.223,0.595,576.9699707,577.0999756,572.2700195,575.5200195,575.5200195,83273600,,,,,,564.9209961,-0.501322031,13,6.6,12.35,18.1,3.1,19,3.1,0.6,97,51,39.81,24,79,0.8,52,4,50824,6147,,,,,6124,5.283333333,22,16.71666667,17.65357143,147.8571429
93,7/8/2020,7.637202797,58.11906401,1.564,1.222,0.592,573.7600098,578.2700195,570.8699951,572.1799927,572.1799927,87700500,,,,,,564.7199951,-0.489277303,5,11.1,14.25,17.4,1,6,1.1,0.3,98,70,39.81,20,74,0.85,52,3,50876,6150,,,,,7265,5.3,22,16.7,17.45,138.0714286
94,7/9/2020,7.679219988,59.05709135,1.565,1.224,0.593,574.9199829,576.0499878,566.710022,567.3800049,567.3800049,83960800,,,,,,565.7249939,-0.469221681,9,11.8,13,14.2,0,0,21,3.3,98,82,39.81,21,70,0.94,42,2,50918,6152,,,,,8320,5.333333333,21.98333333,16.65,16.96071429,129
95,7/10/2020,7.644275912,57.28241563,1.567,1.224,0.593,565.2800293,571.9199829,564.710022,570.5200195,570.5200195,80387200,,,,,,566.7359985,-0.476814687,10,7.2,12.4,17.6,5.1,31,7.4,2.1,98,57,39.81,25,69,1.08,81,,50999,6151,,,,,2815,5.35,21.96666667,16.61666667,16.26071429,121.2142857
96,7/11/2020,7.646973012,57.7972583,,,,,,,,,,,,,,,567.504442,-0.485671431,8,7.1,12.95,18.8,7.7,46,0.9,5.8,97,61,39.81,26,77,1.17,101,1,51100,6152,,,,,1386,5.366666667,21.95,16.58333333,15.49642857,113.1428571
97,7/12/2020,7.624907339,56.70540936,,,,,,,,,,,,,,,567.504442,-0.482959598,7,5.8,13.15,20.5,13.5,81,0,0,99,50,39.81,24,83,1.19,71,0,51171,6152,,,,,1368,5.383333333,21.93333333,16.55,14.88571429,106.2142857
98,7/13/2020,7.69602921,56.3029623,1.569,1.224,0.595,578.2600098,579.2700195,573.5499878,578.8499756,578.8499756,75811800,,,,,,568.6389954,-0.475213617,7,6.3,14.5,22.7,13.9,84,0,0,99,39,39.81,24,94,1.23,53,0,51224,6152,,,,,6684,5.4,21.91666667,16.51666667,14.71428571,100.2142857
99,7/14/2020,7.647409353,57.94632346,1.568,1.223,0.604,571.4400024,572.5100098,566.3699951,572.5100098,572.5100098,100295700,,,,,,569.873999,-0.491705865,7,7.6,12.6,17.6,0.5,3,6.4,1.6,98,79,39.81,21,94,1.32,106,,51330,6150,,,,,10023,5.416666667,21.9,16.48333333,14.45357143,95.71428571
100,7/15/2020,7.674501004,57.22368728,1.563,1.22,0.594,577.6699829,582.4299927,575.25,577.5599976,577.5599976,97306000,,,,,,571.6570007,-0.469034851,6,7.7,13.55,19.4,4.3,26,0,-0.1,98,60,39.81,20,85,1.37,99,1,51429,6151,,,,,8570,5.45,21.88333333,16.43333333,14.34642857,90.35714286
101,7/16/2020,7.655507336,58.21524939,1.56,1.217,0.593,573.8599854,574.5700073,569.6599731,573.9400024,573.9400024,72736000,,,,,,572.7840027,-0.478270978,5,8.9,14.35,19.8,0.9,5,0,-0.1,97,68,39.81,15,80,1.43,103,1,51532,6152,,,,,4892,5.466666667,21.86666667,16.4,14.11071429,85.35714286
102,7/17/2020,7.664346096,56.81742126,1.559,1.218,0.581,575.4500122,575.9699707,572.2700195,573.7999878,573.7999878,75291600,,,,,,573.0890015,-0.478613049,5,13.4,17.55,21.7,2.2,13,0,0,98,61,39.81,15,73,1.5,128,1,51660,6153,,,,,2032,5.483333333,21.85,16.36666667,14.26428571,81.64285714
103,7/18/2020,7.619047619,56.94652908,,,,,,,,,,,,,,,573.5844455,-0.47277227,7,12.3,18.9,25.5,6.3,38,0,0,99,53,39.81,16,78,1.55,144,,51804,6151,,,,,1066,5.516666667,21.81666667,16.3,14.51428571,79.85714286
104,7/19/2020,7.708013937,57.61161023,,,,,,,,,,,,,,,573.5844455,-0.452131569,9,14.4,19.55,24.7,4.2,26,1.3,0.8,98,62,39.81,17,73,1.6,185,0,51989,6151,,,,,1447,5.533333333,21.8,16.26666667,14.79285714,79.71428571
105,7/20/2020,7.66870229,56.79232506,1.557,1.218,0.597,573.4799805,580.460022,569.460022,579.1400146,579.1400146,66022000,,,,,,574.1400024,-0.459233373,9,8.2,14.1,20,13.8,85,0,-0.1,97,47,39.81,16,81,1.56,163,0,52152,6151,,,,,1329,5.566666667,21.78333333,16.21666667,14.51428571,79.28571429
106,7/21/2020,7.7,56.42592593,1.556,1.218,0.598,584.039978,587.0300293,580.4199829,581.289978,581.289978,100910000,,,,,,574.7169983,-0.46539399,9,6.7,13.5,20.3,10,62,0,-0.1,97,53,39.81,15,90,1.48,168,0,52320,6151,,,,,918,5.583333333,21.76666667,16.18333333,14.59642857,80.07142857
107,7/22/2020,7.782903664,56.28457447,1.556,1.218,0.585,578.4000244,579.210022,571.3499756,572.9000244,572.9000244,83266000,,,,,,574.7890015,-0.440492183,9,7.6,13.65,19.7,6.1,38,0,0,96,49,39.81,17,85,1.43,163,3,52483,6154,,,,,752,5.616666667,21.73333333,16.11666667,14.55357143,80.85714286
108,7/23/2020,7.720887246,57.44139194,1.556,1.22,0.593,578.4099731,580.7399902,574.9799805,576.6699829,576.6699829,79770000,,,,,,575.7179993,-0.439215183,11,12.1,17.75,23.4,4.9,30,0,0,92,51,39.81,15,91,1.42,193,0,52676,6154,,,,,546,5.633333333,21.71666667,16.08333333,14.89285714,82.35714286
109,7/24/2020,7.728888889,55.37969095,1.559,1.221,0.593,568.0800171,568.1400146,560.539978,563.9500122,563.9500122,72827200,,,,,,575.0609985,-0.457216829,9,11.3,17.45,23.6,5.4,34,0.1,0.1,97,60,39.81,17,74,1.41,140,0,52816,6154,,,,,453,5.666666667,21.68333333,16.01666667,15.25357143,82.71428571
110,7/25/2020,7.777777778,57.89295775,,,,,,,,,,,,,,,575.0609985,-0.468035698,10,10.5,15.7,20.9,1.7,11,4.9,7.4,98,73,39.81,18,91,1.48,282,1,53098,6155,,,,,355,5.683333333,21.66666667,15.98333333,15.45,83.71428571
111,7/26/2020,7.638121547,55.47671233,,,,,,,,,,,,,,,575.0609985,-0.452755511,12,12.2,17.25,22.3,11.4,71,2.8,2.7,97,55,39.81,16,67,1.47,167,19,53265,6174,,,,,365,5.716666667,21.63333333,15.91666667,15.74285714,82.57142857
112,7/27/2020,7.80044843,55.28097345,1.561,1.221,0.591,561.5999756,566.7299805,560.1900024,564.3699951,564.3699951,75920900,,,,,,573.6130005,-0.426583558,10,12.8,16.55,20.3,1.1,7,2,1.6,97,66,39.81,21,70,1.51,223,,53488,6156,,,,,452,5.733333333,21.61666667,15.88333333,15.88928571,80.85714286
113,7/28/2020,7.695340502,55.83985765,1.559,1.219,0.594,566.789978,568.0200195,561.9000244,566.3300171,566.3300171,75754500,,,,,,572.9950012,-0.428077608,14,12,16.3,20.6,6.3,40,0.9,0.2,93,56,39.81,19,77,1.54,247,4,53735,6160,,,,,281,5.766666667,21.58333333,15.81666667,16.15357143,79.64285714
114,7/29/2020,7.764705882,55.25603865,1.556,1.216,0.596,563.2000122,566.8200073,563.1099854,564.1099854,564.1099854,71174300,,,,,,571.65,-0.416050911,13,7.4,12.9,18.4,6.3,40,0.2,0.2,97,52,39.81,17,63,1.61,343,2,54078,6162,,,,,207,5.783333333,21.55,15.76666667,16.10714286,78.07142857
115,7/30/2020,7.619047619,56.53271028,1.555,1.214,0.587,564.6699829,564.6699829,543.6300049,549.2000122,549.2000122,115327900,,,,,,569.176001,-0.420399934,7,5.5,14.35,23.2,12.5,79,0,0,98,50,39.81,14,66,1.63,349,0,54427,6162,,,,,107,5.816666667,21.53333333,15.71666667,16.10714286,77.07142857
116,7/31/2020,7.8625,56,1.553,1.213,0.592,551.1400146,556.8900146,545.289978,545.289978,545.289978,95229600,,,,,,566.325,-0.442004621,8,11.6,19.8,28,14.3,91,0,0,98,47,39.81,19,73,1.64,433,0,54860,6162,,,,,83,5.833333333,21.5,15.66666667,16.26785714,77.07142857
117,8/1/2020,7.754385965,57.24137931,,,,,,,,,,-29,-58,-10,0.7,0.6,566.325,-0.425916404,9,11.6,19.25,26.9,4.1,26,0.4,0.1,97,65,39.81,22,67,1.6,366,1,55226,6163,,,,,58,5.866666667,21.46666667,15.6,16.29285714,76.28571429
118,8/2/2020,7.899082569,57.1875,,,,,,,,,,,,,,,566.325,-0.424556077,10,9.6,15.85,22.1,10.2,65,0.3,3.5,99,51,39.81,21,70,1.61,390,2,55616,6165,,,,,112,5.9,21.43333333,15.53333333,16.02857143,76.07142857
119,8/3/2020,7.87037037,54.43636364,1.55,1.209,0.586,546.5200195,559.0300293,544.960022,557.7299805,557.7299805,89068000,,,,,,564.1839966,-0.421191126,9,8.1,14.05,20,7.7,49,1.3,2.9,98,63,39.81,27,82,1.62,489,0,56105,6165,,,,,110,5.916666667,21.41666667,15.5,16.025,76.14285714
120,8/4/2020,7.820512821,53.44444444,1.547,1.207,0.598,561.0300293,563.0999756,554.6500244,557.9400024,557.9400024,77006300,,,,,,561.848999,-0.418411791,8,8.2,14.5,20.8,9.8,63,0,0,98,41,39.81,26,83,1.58,426,1,56531,6166,,,,,81,5.95,21.38333333,15.43333333,16.09642857,75.64285714
121,8/5/2020,8.085106383,55.55319149,1.543,1.204,0.583,563.2999878,566.2999878,562.0900269,563.0499878,563.0499878,79449600,,,,,,560.8639954,-0.409819752,11,13.5,19.85,26.2,12.8,83,0,0,93,40,39.81,30,88,1.6,607,3,57138,6169,,,,,47,5.983333333,21.35,15.36666667,16.53928571,75.85714286
122,8/6/2020,9,76,1.546,1.206,0.584,560.210022,563.9799805,557.0900269,558.460022,558.460022,90786300,,,,,,559.0429993,-0.413850337,7,12.9,21.15,29.4,12.9,84,0,0,88,36,39.81,29,79,1.57,539,0,57677,6169,,,,,1,6,21.31666667,15.31666667,16.78214286,75
123,8/9/2020,7,57,,,,,,,,,,,,,,,558.4977756,-0.413030297,9,18.2,24.2,30.2,7,46,0,0,90,38,39.81,31,87,1.47,642,0,59383,6174,,,,,1,6.083333333,21.21666667,15.13333333,17.26428571,75.92857143
124,8/10/2020,7.721036935,56.25620767,1.558,1.212,0.586,560.3400269,561.6300049,555.4899902,557.0800171,557.0800171,76435700,,,,,,558.3559998,-0.417738885,8,16.9,24.55,32.2,12.7,84,0,0,94,38,39.81,29,99,1.42,230,0,59613,6174,,,,,4430,6.116666667,21.18333333,15.06666667,17.89642857,76.5
125,8/11/2020,7.674151224,57.14962627,1.562,1.211,0.597,561.75,569.0900269,561.0700073,565.5599976,565.5599976,107035300,,,,,,559.0109086,-0.418916702,11,18.3,25.65,33,11.9,79,0,0,88,39,39.81,30,97,1.49,1219,2,60832,6176,,,,,7492,6.15,21.15,15,18.49642857,78.64285714
126,8/12/2020,7.669830949,57.57155704,1.566,1.21,0.594,564.6699829,575.710022,564.6699829,575.0599976,575.0599976,104288500,,,,,,559.9827271,-0.401676625,9,19.7,26.35,33,12.8,85,0,0,75,36,39.81,35,117,1.35,620,2,61452,6178,,,,,7784,6.183333333,21.11666667,14.93333333,19.19642857,82
127,8/13/2020,7.684494285,58.34809453,1.567,1.212,0.597,572.7700195,573.2299805,569.1799927,569.9500122,569.9500122,113942900,,,,,,560.3118175,-0.395022929,9,18.9,25.45,32,9.9,66,0,0,78,39,39.81,31,127,1.25,651,4,62103,6182,,,,,4697,6.2,21.08333333,14.88333333,19.85,85.57142857
128,8/14/2020,7.632071632,58.46846123,1.57,1.214,0.589,568.5100098,568.8599854,557.2700195,560.8400269,560.8400269,88153000,,,,,,560.0145486,-0.408983946,6,18.3,22.4,26.5,2.7,18,1.9,0.9,97,68,39.81,38,120,1.17,661,2,62764,6184,,,,,2489,6.233333333,21.05,14.81666667,20.52857143,89.64285714
129,8/15/2020,7.694866233,57.63319088,,,,,,,,,,,,,,,561.0960022,-0.397241652,5,16.7,21.45,26.2,3.3,22,0.8,0.6,98,63,39.81,39,124,1.09,538,2,63302,6186,,,,,1404,6.266666667,21.01666667,14.75,21.03571429,93.78571429
130,8/16/2020,7.724896836,57.4686023,,,,,,,,,,,,,,,562.8522271,-0.3821491,8,15.9,22.85,29.8,5.5,37,1.5,1.6,99,51,39.81,36,122,1.04,499,3,63801,6189,,,,,1481,6.283333333,20.98333333,14.7,21.25357143,97.28571429
131,8/17/2020,7.725826193,58.1084991,1.572,1.211,0.586,562.0100098,563.9799805,558.0800171,562.9400024,562.9400024,59124500,,,,,,562.8610046,-0.353529394,7,13.2,18,22.8,1.5,10,1.3,2.7,98,74,39.81,39,126,1.02,498,0,64299,6189,,,,,1659,6.316666667,20.93333333,14.61666667,21.16428571,101.5
132,8/18/2020,7.700421941,57.38485477,1.571,1.209,0.596,561.6500244,565.539978,557.7399902,559.4400024,559.4400024,68364800,,,,,,562.5500044,-0.346184015,9,11.9,18.15,24.4,9.2,63,0.6,1.1,99,60,50.93,42,129,0.98,559,3,64858,6192,,,,,964,6.35,20.9,14.55,21.32857143,105.7142857
133,8/19/2020,7.650546022,56.92769231,1.57,1.208,0.587,557.789978,560.3400269,556.5,560.2299805,560.2299805,71441200,,,,,,562.7772772,-0.327639282,7,11,18.65,26.3,9.6,66,0,0,98,48,50.93,41,125,0.98,544,6,65402,6198,,,,,650,6.366666667,20.86666667,14.5,21.65714286,108.7857143
134,8/20/2020,7.54459203,56.8988764,1.57,1.208,0.589,552.6799927,555.3900146,550.3900146,552.4400024,552.4400024,69707900,,,,,,562.2772772,-0.342808872,9,19.2,23.25,27.3,3.5,24,1.1,1,95,59,50.93,39,138,0.97,540,10,65942,6208,,,,,534,6.4,20.83333333,14.43333333,22.28214286,112.7142857
135,8/21/2020,7.792507205,56.75637394,1.569,1.208,0.593,552.7299805,554.9000244,545.0100098,551.3699951,551.3699951,83956300,,,,,,561.2154597,-0.363927305,15,15.6,22.8,30,9.2,64,0,-0.1,84,39,50.93,43,133,0.97,508,4,66450,6212,,,,,353,6.433333333,20.8,14.36666667,22.49285714,115.9285714
136,8/22/2020,7.718120805,57.7384106,,,,,,,,,,,,,,,561.4910034,-0.362219721,17,14.8,18.9,23,7.1,49,0.7,0.9,87,60,50.93,42,131,0.97,472,5,66922,6217,,,,,302,6.466666667,20.75,14.28333333,22.33214286,119.6428571
137,8/23/2020,7.558472554,58.10416667,,,,,,,,,,,,,,,561.4910034,-0.352079153,13,12,16.2,20.4,6.4,45,1,2.3,95,66,50.93,42,129,0.99,602,0,67524,6217,,,,,432,6.483333333,20.71666667,14.23333333,21.76071429,122.6428571
138,8/24/2020,7.624260355,57.17352941,1.569,1.207,0.592,557.289978,563.7399902,557.289978,560.9899902,560.9899902,70231800,,,,,,561.8820007,-0.352020293,18,9,14.15,19.3,4,28,3.3,2.1,98,67,50.93,41,121,0.99,427,2,67951,6219,,,,,340,6.516666667,20.68333333,14.16666667,21.01785714,124.2142857
139,8/25/2020,7.616541353,57.92307692,1.568,1.202,0.596,563,565.9099731,559.6500244,559.8099976,559.8099976,84854500,,,,,,561.3070007,-0.332469225,15,8.2,13.35,18.5,1.2,8,3.5,1.3,99,77,50.93,38,120,0.97,571,5,68522,6224,,,,,273,6.55,20.65,14.1,20.13928571,125.8571429
140,8/26/2020,7.675324675,57.12446352,1.573,1.204,0.588,559.7299805,566.2600098,558.2800293,566.2299805,566.2299805,65353900,,,,,,560.423999,-0.322334707,18,13.6,17.1,20.6,2.6,18,10.7,1.8,95,74,50.93,38,120,0.99,544,8,69066,6232,,,,,233,6.583333333,20.6,14.01666667,19.47857143,126.0714286
141,8/27/2020,7.463414634,55.04032258,1.579,1.208,0.592,567.75,568.210022,562.4099731,562.4099731,562.4099731,69850600,,,,,,559.6699951,-0.328328073,7,10.7,14.95,19.2,4,28,2.1,0.4,93,64,50.93,36,107,0.98,509,3,69575,6235,,,,,124,6.6,20.56666667,13.96666667,18.72857143,124.6428571
142,8/28/2020,7.63963964,56.49107143,1.579,1.208,0.594,563.6500244,563.6500244,555.3900146,556.7999878,556.7999878,74427200,,,,,,559.2659912,-0.339898884,15,11.5,16.45,21.4,3.5,25,2.8,2.3,97,67,50.93,34,100,1,501,2,70076,6237,,,,,112,6.633333333,20.53333333,13.9,18.30357143,123.2142857
143,8/29/2020,7.888888889,58.48611111,,,,,,,,,,,,,,,559.2659912,-0.341839373,13,10.8,15.05,19.3,6.7,48,0.5,0.4,97,70,50.93,34,96,1.02,508,4,70584,6241,,,,,72,6.666666667,20.48333333,13.81666667,17.84642857,121.2142857
144,8/30/2020,7.725490196,57.38461538,,,,,,,,,,,,,,,559.2659912,-0.341878355,11,13.5,17,20.5,1.7,12,1.1,0.6,97,67,50.93,33,94,1.06,543,0,71127,6241,,,,,104,6.683333333,20.45,13.76666667,17.42857143,119.2142857
145,8/31/2020,7.635416667,56.67708333,1.577,1.204,0.591,559.8300171,561.9199829,548.7000122,549.2000122,549.2000122,79687100,,,,,,557.8919922,-0.350251347,9,9.7,14.5,19.3,8.4,61,0.3,0.1,95,45,50.93,38,94,1.1,478,0,71605,6241,,,,,96,6.716666667,20.41666667,13.7,17.17857143,116.9285714
146,9/1/2020,7.5,55.85074627,1.572,1.2,0.583,552.7800293,556.4699707,547.4299927,552.2199707,552.2199707,83596600,-28,-58,-9,1.1,1,557.169989,-0.335549384,7,6.6,13.55,20.5,9.1,66,0,0,97,45,50.93,33,93,1.16,740,8,72345,6249,,,,,67,6.75,20.36666667,13.61666667,16.85,114.3571429
147,9/2/2020,7.75862069,54.03389831,1.568,1.195,0.582,555.3400269,565.5700073,554.710022,561.2700195,561.2700195,83608900,,,,,,557.2739929,-0.338152111,6,4.1,12.65,21.2,12.2,89,0,0,98,46,50.93,32,90,1.19,614,5,72959,6254,,,,,59,6.783333333,20.33333333,13.55,16.42142857,111.8571429
148,9/3/2020,7.5,57.5,1.57,1.192,0.591,565.4500122,568.0800171,546.7999878,549.5999756,549.5999756,98200,,,,,,556.9899902,-0.334388405,11,9,13.6,18.2,0,0,12.4,7.1,97,86,50.93,28,95,1.22,753,0,73712,6254,,,,,2,6.8,20.3,13.5,15.73214286,108.7857143
149,9/5/2020,9,76,,,,,,,,,,,,,,,557.6144341,-0.329660952,11,9.3,14.1,18.9,6.9,51,2.5,0.7,96,58,50.93,35,99,1.31,925,4,75298,6260,,,,,1,6.866666667,20.21666667,13.35,15.11071429,106.3571429
150,9/7/2020,7.578388998,55.7156141,1.572,1.183,0.575,541.1699829,547.8599854,541.1500244,547.1400146,547.1400146,59132800,,,,,,556.5669922,-0.315420449,10,6.3,13.4,20.5,6.1,46,0.3,0.6,98,63,50.93,31,109,1.37,969,0,77064,6262,,,,,2581,6.916666667,20.13333333,13.21666667,14.71785714,104.7857143
151,9/8/2020,7.552647596,57.07610917,1.568,1.177,0.588,547.3800049,548.4799805,534.6500244,540.789978,540.789978,90700,,,,,,555.1327182,-0.312342107,10,14.1,17.55,21,0.6,5,1.9,0.2,98,81,50.93,30,116,1.38,1151,1,78215,6263,,,,,8317,6.95,20.1,13.15,14.81428571,103.8571429
152,9/9/2020,7.555023923,57.77913336,1.563,1.17,0.582,541.8800049,553.1300049,541.7399902,552.0499878,552.0499878,91600,,,,,,554.3199907,-0.308074385,12,8.6,14.05,19.5,0.8,6,1.7,1.2,96,83,50.93,31,122,1.36,826,2,79041,6265,,,,,9508,6.983333333,20.05,13.06666667,14.80714286,103.9285714
153,9/10/2020,7.582375479,58.45118968,1.562,1.166,0.588,553.039978,553.8800049,548.4099731,550.5,550.5,77400,,,,,,553.4736273,-0.29571712,6,6.7,12.65,18.6,6.3,48,0,0,97,52,50.93,30,131,1.38,1270,3,80311,6268,,,,,4497,7,20.01666667,13.01666667,14.75714286,104.7142857
154,9/11/2020,7.60626506,57.7527394,1.559,1.162,0.586,550.0599976,554.6799927,548.7600098,552.0100098,552.0100098,72400,,,,,,552.1809027,-0.301287413,8,7.9,13.45,19,6.6,51,0,0,97,58,50.93,36,136,1.38,1232,3,81543,6271,,,,,2099,7.033333333,19.96666667,12.93333333,14.49642857,105.8571429
155,9/12/2020,7.577761082,58.91375465,,,,,,,,,,,,,,,551.1579956,-0.296167344,11,7.5,13.25,19,4.9,38,0.1,0.1,97,67,50.93,37,138,1.37,1089,1,82632,6272,,,,,1345,7.066666667,19.93333333,12.86666667,14.375,108.0714286
156,9/13/2020,7.57977208,58.11384399,,,,,,,,,,,,,,,550.5311076,-0.280081183,12,10.1,16.65,23.2,7.1,55,0,0,99,54,50.93,36,148,1.4,1316,1,83948,6273,,,,,1423,7.083333333,19.9,12.81666667,14.38928571,111.5
157,9/14/2020,7.631979695,57.60920502,1.558,1.159,0.58,556.25,557.6400146,551.7800293,552.4400024,552.4400024,60000,,,,,,550.7219971,-0.293095648,5,8.9,17.9,26.9,11.5,90,0,0,99,52,50.93,43,166,1.41,1379,2,85327,6275,,,,,1195,7.116666667,19.85,12.73333333,14.59285714,116.5
158,9/15/2020,7.646984925,57.44581281,1.558,1.156,0.582,553.2800293,557.5999756,551.4299927,555.9500122,555.9500122,74700,,,,,,551.1972712,-0.290424705,3,11.3,20.55,29.8,10,78,0,0,99,43,50.93,53,187,1.43,1542,2,86869,6277,,,,,812,7.15,19.81666667,12.66666667,14.84642857,123.1428571
159,9/16/2020,7.588235294,57.80869565,1.557,1.155,0.585,556.25,559.9899902,556.0300293,558.4299927,558.4299927,81900,,,,,,552.0363603,-0.284739494,10,12.1,17.05,22,6.7,53,0,0,99,63,50.93,54,191,1.46,1761,2,88630,6279,,,,,690,7.183333333,19.76666667,12.58333333,15.02857143,130.0714286
160,9/17/2020,7.628930818,57.92515593,1.558,1.156,0.579,552.4799805,552.4799805,552.4799805,552.4799805,552.4799805,91436600,,,,,,552.0599976,-0.2745938,10,7.5,12.85,18.2,11.3,90,0,0,94,48,50.93,49,212,1.45,1982,6,90612,6285,,,,,481,7.2,19.73333333,12.53333333,14.97857143,138.5714286
161,9/18/2020,7.633136095,57.9271137,1.564,1.157,0.582,550.8499756,550.8499756,550.8499756,550.8499756,550.8499756,181495500,,,,,,551.1127208,-0.293527275,10,4.8,12.2,19.6,11.5,92,0,0,92,40,50.93,58,230,1.43,1896,8,92508,6293,,,,,343,7.233333333,19.68333333,12.45,14.94642857,148.5714286
162,9/19/2020,7.713656388,58.34210526,,,,,,,,,,,,,,,551.2639954,-0.276072532,9,6.4,14.2,22,10.8,87,0,0,86,36,50.93,67,260,1.42,1854,2,94362,6295,,,,,228,7.266666667,19.65,12.38333333,14.98928571,160.3571429
